,term,line,name,07-10 on avg,07-10 off avg,10-17 on avg,10-17 off avg,17-22 on avg,17-22 off avg,X,Y
333,202111,경의선,파주,2258,3678,2456,1375,2549,1186,37.815298,126.792783
334,202111,우이신설선,삼양사거리,7024,3092,4153,4007,2352,4995,37.621512,127.02048
335,202111,2호선,한양대,6354,29030,13538,15697,20579,7649,37.555273,127.043655
336,202111,경의선,풍산,18128,6131,8029,6494,6008,13469,37.672346,126.786243
337,202111,2호선,강남,50516,254348,97743,114076,222668,113366,37.497175,127.027926
338,202111,경인선,송내,81554,47837,33032,26829,36441,62592,37.4876,126.753664
339,202111,2호선,이대,25249,26490,20775,21555,25213,25080,37.556733,126.946013
340,202111,경인선,역곡,98649,25178,35307,31448,26387,74450,37.485178,126.811502
341,202111,경춘선,청평,3868,2330,3310,2930,1814,3099,37.735488,127.42661
342,202111,경춘선,백양리,73,230,239,222,150,69,37.830779,127.58933
343,202111,경춘선,별내,11043,4903,4487,3727,4216,7355,37.64202,127.12684
344,202111,경춘선,사릉,12677,5407,4099,3251,3812,8211,37.65108,127.176933
345,202111,안산선,한대앞,25010,14404,14330,12562,12271,21816,37.309689,126.85344
346,202111,경원선,왕십리(성동구청),30682,16684,19560,22495,24748,40257,37.561533,127.037732
347,202111,5호선,왕십리(성동구청),6764,11262,6225,7355,9633,9273,37.561533,127.037732
348,202111,2호선,왕십리(성동구청),32579,19058,22253,17798,28216,31837,37.561533,127.037732
349,202111,경춘선,상천,551,497,747,621,288,339,37.770246,127.454821
350,202111,경춘선,천마산,6010,1749,2510,2227,1323,3855,37.658978,127.285379
351,202111,안산선,초지,15498,9669,6213,5483,6176,11298,37.320646,126.805913
352,202111,경춘선,대성리,999,948,1338,1160,742,715,37.684071,127.379319
353,202111,5호선,영등포구청,7369,12318,4420,4153,8046,5717,37.52497,126.895951
354,202111,2호선,영등포구청,38802,72825,27856,26053,50350,33070,37.52497,126.895951
355,202111,경춘선,춘천,1673,3037,3945,3292,2718,1844,37.885054,127.717023
356,202111,경춘선,퇴계원,14169,3816,4569,3631,3398,8972,37.648311,127.143952
357,202111,2호선,역삼,20684,254524,51225,62833,157510,36299,37.500622,127.036456
358,202111,경춘선,평내호평,20809,6870,8220,7122,5969,15769,37.653225,127.244493
359,202111,공항철도 1호선,공항화물청사,1879,12743,1913,1811,7178,1264,37.458366,126.476241
360,202111,안산선,중앙,42881,26480,24421,24056,27856,45374,37.315941,126.838573
361,202111,2호선,양천구청,25778,6466,8807,7552,5434,19469,37.512398,126.865819
362,202111,경춘선,마석,11854,6290,6181,5339,4357,8824,37.652782,127.311767
363,202111,우이신설선,가오리,14716,3744,6207,5756,3182,9602,37.641701,127.016792
364,202111,경인선,오류동,43202,9204,16666,13541,9842,30002,37.494526,126.845365
365,202111,2호선,을지로4가,5549,51408,17763,17777,35769,7241,37.566941,126.998079
366,202111,2호선,을지로입구,11900,182548,40794,43864,125006,26033,37.566014,126.982618
367,202111,우이신설선,북한산보국문,20022,6259,9146,6913,6182,14134,37.612343,127.008009
368,202111,경인선,인천,4337,6370,7365,6664,7950,2572,37.476691,126.616936
369,202111,수인선,인천,1869,3120,2008,3524,1914,2758,37.476691,126.616936
370,202111,경인선,제물포,29915,18680,15578,11417,13291,22188,37.466769,126.656666
371,202111,경인선,주안,50565,22768,27371,20833,25844,41087,37.464941,126.679923
372,202111,5호선,을지로4가,1837,27102,7329,8222,18307,3004,37.566941,126.998079
373,202111,2호선,건대입구,67415,44006,42555,53096,68695,95183,37.540693,127.07023
374,202111,7호선,건대입구,15093,25966,17760,20191,27086,22719,37.540693,127.07023
375,202111,경인선,중동,32373,9113,12275,10703,8153,22306,37.486562,126.764843
376,202111,2호선,용답,8835,2858,4230,3557,2804,6729,37.561904,127.050899
377,202111,경춘선,가평,2796,3852,4255,4471,3615,2478,37.814536,127.510739
378,202111,경춘선,강촌,481,1079,1455,1300,909,524,37.805723,127.634146
379,202111,3호선,을지로3가,3183,46593,11211,12433,32561,8922,37.566295,126.99191
380,202111,2호선,을지로3가,8458,96013,23380,24677,66510,18203,37.566295,126.99191
381,202111,경춘선,굴봉산,199,300,394,340,151,129,37.832067,127.557695
382,202111,경춘선,금곡,4247,2909,2248,1833,1844,2952,37.637382,127.207853
383,202111,2호선,용두(동대문구청),6059,3812,3758,3577,2964,4633,37.574028,127.038091
384,202111,경춘선,김유정,393,640,915,1128,541,373,37.818466,127.71434
385,202111,경춘선,남춘천,4256,3509,5629,5597,3785,4724,37.864007,127.723792
386,202111,장항선,온양온천,7586,6023,8566,8231,4820,6743,36.780483,127.003249
387,202111,경부선,두정,11608,9223,9204,8718,8890,12318,36.833705,127.14896
388,202111,9호선,노량진,67607,49790,32078,30391,41482,54677,37.514219,126.942454
389,202111,중앙선,양정,1642,1980,1224,889,1362,958,37.60533,127.19364
390,202111,7호선,마들,51480,9325,16685,13515,8187,33343,37.66494,127.057675
391,202111,7호선,먹골,35245,9575,13861,12147,10149,25751,37.610637,127.077725
392,202111,5호선,마곡,20122,30954,12910,11659,21347,15603,37.560183,126.825448
393,202111,7호선,면목,56727,19007,21052,18582,15376,38586,37.588579,127.087503
394,202111,7호선,반포,8406,16225,8286,8199,12629,6799,37.508178,127.011727
395,202111,5호선,둔촌동,22587,13908,11940,11113,12828,17884,37.527788,127.136248
396,202111,7호선,보라매,25350,24513,12942,10262,16083,18742,37.499872,126.920428
397,202111,7호선,부천시청,36051,19913,15801,15440,19159,29312,37.504631,126.763538
398,202111,5호선,답십리,56139,21586,18589,16032,18749,34092,37.566747,127.052704
399,202111,7호선,부천종합운동장,15540,7911,6336,4813,5726,9031,37.50538,126.797337
400,202111,중앙선,오빈,837,481,537,462,363,609,37.506062,127.473868
401,202111,5호선,까치산,117492,16352,35898,30204,21374,80077,37.531768,126.846683
402,202111,7호선,부평구청,26589,8001,8766,6363,7505,18039,37.508336,126.720548
403,202111,7호선,사가정,55772,18206,21506,19266,17323,41523,37.580894,127.088478
404,202111,7호선,삼산체육관,21100,4323,6777,5076,4150,13693,37.506411,126.742153
405,202111,7호선,상도,33905,13232,14505,12199,12403,24248,37.502834,126.94791
406,202111,7호선,상동,32575,22418,17205,18656,21714,30253,37.505781,126.753083
407,202111,5호선,마장,15665,10397,7771,6691,7688,10385,37.5661,127.042973
408,202111,7호선,뚝섬유원지,23439,9422,9883,10220,12022,18643,37.53154,127.066704
409,202111,5호선,마천,26270,7647,8655,7986,5420,16508,37.49499,127.152781
410,202111,7호선,까치울,30846,7346,9929,8312,7244,20578,37.506207,126.810939
411,202111,5호선,방화,21940,8788,9960,7853,6244,14811,37.577446,126.812741
412,202111,5호선,방이,15987,15067,9336,9514,12350,14407,37.508857,127.126133
413,202111,7호선,공릉(서울과학기술대),34398,16612,17484,14952,14926,27769,37.625742,127.072896
414,202111,7호선,광명사거리,76468,21974,29911,29308,22906,54730,37.479252,126.854876
415,202111,5호선,발산,23672,66880,27595,27166,47794,29203,37.558598,126.837668
416,202111,7호선,굴포천,32373,9595,11095,10283,9631,26651,37.506997,126.73128
417,202111,5호선,미사,53940,17104,19670,16480,18289,42717,37.57222,127.20835
418,202111,5호선,목동,54123,20430,21328,19974,19030,46534,37.526065,126.864931
419,202111,경원선,도봉산,19186,7964,17621,12799,9241,7400,37.689313,127.046222
420,202111,7호선,남구로,28754,62166,14817,15485,36687,22382,37.486056,126.887249
421,202111,7호선,남성,41521,10244,14086,12284,10159,25705,37.484596,126.971251
422,202111,5호선,명일,28961,9619,12442,11110,8534,22199,37.55137,127.143999
423,202111,7호선,내방,20869,50522,17213,15969,33799,18355,37.487618,126.993513
424,202111,7호선,논현,12026,89678,19647,24504,58658,20689,37.511093,127.021415
425,202111,5호선,마포,25542,43480,16073,15241,30894,23876,37.539574,126.945932
426,202111,7호선,도봉산,38024,12538,11994,13859,7373,27612,37.689313,127.046222
427,202111,7호선,상봉(시외버스터미널),55022,21216,20842,18181,22300,40444,37.596362,127.085032
428,202111,중앙선,상봉(시외버스터미널),19910,6479,8180,7331,6916,15551,37.596362,127.085032
429,202111,7호선,하계,59876,19768,25456,20307,17231,40236,37.636352,127.06799
430,202111,공항철도 1호선,김포공항,14121,19025,22114,12065,28170,8854,37.562434,126.801058
431,202111,7호선,이수,31648,27667,21044,20373,28376,31688,37.486263,126.981989
432,202111,7호선,장승배기,29959,12735,12937,11734,10029,20429,37.504898,126.93915
433,202111,5호선,광나루(장신대),37352,22100,19537,16409,18193,25036,37.545303,127.10357
434,202111,7호선,장암,9897,1699,2423,1570,1922,2053,37.700109,127.053196
435,202111,7호선,중계,52573,16483,18925,13905,11640,32739,37.644583,127.064303
436,202111,중앙선,신원,384,443,447,345,263,225,37.525545,127.372921
437,202111,4호선,동대문,8083,60025,35810,38525,44589,12484,37.57142,127.009745
438,202111,7호선,중곡,34889,16502,13841,10861,12039,22445,37.565923,127.08432
439,202111,7호선,중화,37101,14176,14140,12329,11796,26227,37.602545,127.079264
440,202111,7호선,천왕,47744,10191,13433,11103,8581,29804,37.486637,126.838713
441,202111,7호선,철산,71258,24416,26183,24306,24188,56674,37.47605,126.867911
442,202111,7호선,청담,11668,102191,21371,22232,57335,13903,37.519365,127.05335
443,202111,중앙선,망우,23257,9464,11433,10823,8549,17741,37.59955,127.091909
444,202111,공항철도 1호선,공덕,4781,6213,2529,3411,4662,6424,37.544018,126.951592
445,202111,경의선,공덕,4438,11559,4338,3395,9065,4589,37.544018,126.951592
446,202111,6호선,공덕,22959,60927,21724,19249,44810,23449,37.544018,126.951592
447,202111,5호선,공덕,21489,50067,15640,14847,33079,22771,37.544018,126.951592
448,202111,5호선,광화문(세종문화회관),11185,148002,30922,35500,97224,22894,37.571026,126.976669
449,202111,중앙선,아신,1448,869,1086,987,689,1165,37.51382,127.443173
450,202111,7호선,용마산(용마폭포공원),23748,6852,7859,6871,5208,15353,37.573647,127.086727
451,202111,7호선,신대방삼거리,57890,21129,20681,17335,17735,39071,37.499701,126.928276
452,202111,경의선,김포공항,0,0,0,0,0,0,37.562434,126.801058
453,202111,9호선,김포공항,9791,23091,13189,23938,17623,20005,37.562434,126.801058
454,202111,5호선,김포공항,7056,15030,12684,14207,18779,9480,37.562434,126.801058
455,202111,7호선,수락산,42992,14007,18382,15911,12328,30659,37.67785,127.055315
456,202111,중앙선,양원,5102,4670,3455,2426,2003,3425,37.606596,127.107906
457,202111,7호선,숭실대입구(살피재),38614,16734,18352,17542,15949,29767,37.496029,126.953822
458,202111,5호선,길동,21250,12542,11892,11544,10424,17529,37.537801,127.140004
459,202111,5호선,굽은다리(강동구민회관앞),31639,9923,13012,10931,9811,22765,37.545477,127.142853
460,202111,5호선,군자(능동),33552,16360,13279,13746,16074,30674,37.557121,127.079542
461,202111,7호선,신중동,37126,28441,17130,15733,23430,31156,37.503048,126.77596
462,202111,7호선,신풍,41431,14472,14800,12738,11811,27367,37.50008,126.90993
463,202111,중앙선,양수,4727,3036,3793,3526,2406,3558,37.545981,127.329098
464,202111,7호선,어린이대공원(세종대),24042,31502,17515,18104,25658,19522,37.548014,127.074658
465,202111,7호선,온수(성공회대입구),44076,12480,11693,9283,8488,25968,37.492258,126.823388
466,202111,경인선,온수(성공회대입구),19508,9740,10561,7922,7359,14789,37.492258,126.823388
467,202111,7호선,군자(능동),43473,18854,17851,13309,21677,27715,37.557121,127.079542
468,202111,분당선,강남구청,8521,39069,12376,15451,27140,13231,37.517186,127.04128
469,202111,7호선,강남구청,8037,79210,17339,21918,49605,12850,37.517186,127.04128
470,202111,5호선,상일동,60547,13235,18825,14170,12457,38087,37.556712,127.166417
471,202111,공항철도 1호선,서울역,9927,19004,13153,12751,19774,12738,37.554648,126.972559
472,202111,5호선,올림픽공원(한국체대),10132,7365,7404,6232,6344,6754,37.516078,127.130848
473,202111,6호선,마포구청,41124,22935,18849,15160,20916,26469,37.563515,126.903343
474,202111,5호선,오목교(목동운동장앞),44378,50676,27327,31025,43042,44402,37.524496,126.875181
475,202111,6호선,망원,29296,23134,19418,24633,25416,29798,37.556094,126.910052
476,202111,중앙선,팔당,1316,2632,1744,2107,2060,1127,37.547371,127.243939
477,202111,6호선,버티고개,4833,3196,2555,2423,3006,3663,37.548013,127.007055
478,202111,5호선,영등포시장,21756,24656,13489,14567,19115,16654,37.522669,126.905139
479,202111,6호선,보문,21054,12192,9674,7119,10050,14352,37.585286,127.019381
480,202111,우이신설선,보문,2762,3751,2499,2208,2528,2200,37.585286,127.019381
481,202111,6호선,봉화산(서울의료원),35112,8424,10773,8862,6799,21642,37.617283,127.091401
482,202111,6호선,상수,10291,16339,9547,15155,19175,18859,37.547716,126.922852
483,202111,중앙선,지평,208,126,120,122,73,136,37.476444,127.629617
484,202111,9호선,여의도,10262,121215,26745,26041,88473,17772,37.521624,126.924191
485,202111,5호선,여의도,11148,147478,25293,25811,92224,19279,37.521624,126.924191
486,202111,6호선,상월곡(한국과학기술연구원),22672,7853,8029,6433,6219,13338,37.606377,127.048491
487,202111,1호선,동묘앞,7636,15031,22757,24511,12871,7078,37.572627,127.016429
488,202111,6호선,동묘앞,10594,16891,15594,14411,13807,10872,37.572627,127.016429
489,202111,9호선2~3단계,올림픽공원(한국체대),14635,9379,9171,10188,12275,13975,37.516078,127.130848
490,202111,중앙선,회기,57772,37931,40460,32360,37203,50833,37.58946,127.057583
491,202111,공항철도 1호선,디지털미디어시티,16096,53773,10833,10843,40742,14004,37.576646,126.900984
492,202111,8호선,천호(풍납토성),42924,21059,19343,22492,20941,41181,37.538397,127.123572
493,202111,5호선,행당,31738,7002,10543,8325,6896,19021,37.557322,127.029476
494,202111,6호선,청구,7496,13884,4584,4323,7602,5066,37.560245,127.013828
495,202111,5호선,청구,8089,8782,5227,4346,7596,6438,37.560245,127.013828
496,202111,5호선,화곡,109127,21112,35651,27714,23880,74239,37.541513,126.840461
497,202111,6호선,고려대(종암),19990,15994,11008,8743,12337,15072,37.590508,127.036296
498,202111,6호선,광흥창(서강),19639,23343,11985,9870,15928,14365,37.547456,126.931993
499,202111,6호선,구산,28213,6066,10440,7357,6324,14425,37.611377,126.91727
500,202111,5호선,천호(풍납토성),28181,29549,27601,28310,36767,34889,37.538397,127.123572
501,202111,경의선,디지털미디어시티,8132,3000,3439,2559,3411,5842,37.576646,126.900984
502,202111,6호선,녹사평(용산구청),5791,11716,6342,7480,11889,8656,37.534675,126.986695
503,202111,5호선,장한평,53783,40899,21705,18740,29380,38136,37.56144,127.064623
504,202111,6호선,대흥(서강대앞),16076,20001,11148,10918,14733,13749,37.547771,126.942069
505,202111,6호선,독바위,11055,2597,3606,3306,1788,7706,37.618456,126.933031
506,202111,5호선,우장산,47605,17082,21293,17449,13509,34398,37.548768,126.836318
507,202111,6호선,돌곶이,33173,11116,12218,10664,9854,21600,37.610537,127.056431
508,202111,6호선,디지털미디어시티,38700,42780,13773,12707,24236,25968,37.576646,126.900984
509,202111,5호선,여의나루,6108,42179,10230,16578,34458,11764,37.527098,126.932901
510,202111,6호선,새절(신사),49639,10417,16135,13298,10240,32027,37.591148,126.913629
511,202111,6호선,석계,43732,10351,16289,14898,10958,34455,37.614805,127.065851
512,202111,경의선,효창공원앞,5230,10382,3397,3346,6566,5094,37.539261,126.961351
513,202111,7호선,태릉입구,21569,12185,12175,10224,12318,17130,37.617983,127.07512
514,202111,5호선,신금호,21287,9871,8611,7822,7174,15477,37.554548,127.020331
515,202111,6호선,한강진,3940,28435,8866,16251,25964,11793,37.539631,127.001725
516,202111,5호선,송정,18594,9550,9846,8478,8453,13071,37.561184,126.811973
517,202111,중앙선,운길산,1388,1447,2049,1973,1164,841,37.554669,127.310115
518,202111,6호선,화랑대(서울여대입구),47281,9654,14424,9575,9195,24944,37.620064,127.084689
